json_file,sample_id,imagePath,png_exists,is_duplicate_name,n_shapes_total,n_red_shapes
MR0716.json,MR0716,MR0717.JPG,True,False,6,6
MR0688.json,MR0688,MR0689.JPG,True,False,4,4
MR0689.json,MR0689,MR0690.JPG,True,False,4,4
MR0690.json,MR0690,MR0691.JPG,True,False,6,6
MR0691.json,MR0691,MR0692.JPG,True,False,5,5
MR0692.json,MR0692,MR0693.JPG,True,False,7,7
MR0693.json,MR0693,MR0694.JPG,True,False,8,8
MR0694.json,MR0694,MR0695.JPG,True,False,4,4
MR0695.json,MR0695,MR0696.JPG,True,False,5,5
MR0696.json,MR0696,MR0697.JPG,True,False,7,7
MR0697.json,MR0697,MR0698.JPG,True,False,4,4
MR0698.json,MR0698,MR0699.JPG,True,False,6,6
MR0699.json,MR0699,MR0700.JPG,True,False,4,4
MR0700.json,MR0700,MR0701.JPG,True,False,5,5
MR0625.json,MR0625,MR0626.JPG,True,False,9,9
MR0701.json,MR0701,MR0702.JPG,True,False,7,7
MR0703.json,MR0703,MR0704.JPG,True,False,5,5
MR0704.json,MR0704,MR0705.JPG,True,False,4,4
MR0705.json,MR0705,MR0706.JPG,True,False,6,6
MR0706.json,MR0706,MR0707.JPG,True,False,6,6
MR0707.json,MR0707,MR0708.JPG,True,False,4,4
MR0708.json,MR0708,MR0709.JPG,True,False,6,6
MR0709.json,MR0709,MR0710.JPG,True,False,4,4
MR0710.json,MR0710,MR0711.JPG,True,False,7,7
MR0711.json,MR0711,MR0712.JPG,True,False,6,6
MR0712.json,MR0712,MR0713.JPG,True,False,9,9
MR0713.json,MR0713,MR0714.JPG,True,False,7,7
MR0714.json,MR0714,MR0715.JPG,True,False,6,6
MR0715.json,MR0715,MR0716.JPG,True,False,6,6
MR0702.json,MR0702,MR0703.JPG,True,False,6,6
MR0747.json,MR0747,MR0748.JPG,True,False,6,6
MR0624.json,MR0624,MR0625.JPG,True,False,8,8
MR0622.json,MR0622,MR0623.JPG,True,False,8,8
MR0532.json,MR0532,MR0533.JPG,True,False,5,5
MR0533.json,MR0533,MR0534.JPG,True,False,4,4
MR0534.json,MR0534,MR0535.JPG,True,False,4,4
MR0535.json,MR0535,MR0536.JPG,True,False,8,8
MR0536.json,MR0536,MR0537.JPG,True,False,8,8
MR0537.json,MR0537,MR0538.JPG,True,False,7,7
MR0538.json,MR0538,MR0539.JPG,True,False,6,6
MR0539.json,MR0539,MR0540.JPG,True,False,5,5
MR0540.json,MR0540,MR0541.JPG,True,False,6,6
MR0541.json,MR0541,MR0542.JPG,True,False,5,5
MR0542.json,MR0542,MR0543.JPG,True,False,7,7
MR0543.json,MR0543,MR0544.JPG,True,False,7,7
MR0544.json,MR0544,MR0545.JPG,True,False,6,6
MR0545.json,MR0545,MR0546.JPG,True,False,8,8
MR0546.json,MR0546,MR0547.JPG,True,False,9,9
MR0547.json,MR0547,MR0548.JPG,True,False,7,7
MR0548.json,MR0548,MR0549.JPG,True,False,7,7
MR0549.json,MR0549,MR0550.JPG,True,False,4,4
MR0550.json,MR0550,MR0551.JPG,True,False,13,13
MR0551.json,MR0551,MR0552.JPG,True,False,7,7
MR0552.json,MR0552,MR0553.JPG,True,False,8,8
MR0553.json,MR0553,MR0554.JPG,True,False,8,8
MR0554.json,MR0554,MR0555.JPG,True,False,6,6
MR0555.json,MR0555,MR0556.JPG,True,False,8,8
MR0556.json,MR0556,MR0557.JPG,True,False,6,6
MR0557.json,MR0557,MR0558.JPG,True,False,8,8
MR0558.json,MR0558,MR0559.JPG,True,False,4,4
MR0531.json,MR0531,MR0532.JPG,True,False,5,5
MR0559.json,MR0559,MR0560.JPG,True,False,5,5
MR0530.json,MR0530,MR0531.JPG,True,False,5,5
MR0528.json,MR0528,MR0529.JPG,True,False,5,5
MR0501.json,MR0501,MR0502.JPG,True,False,4,4
MR0502.json,MR0502,MR0503.JPG,True,False,4,4
MR0503.json,MR0503,MR0504.JPG,True,False,5,5
MR0504.json,MR0504,MR0505.JPG,True,False,4,4
MR0505.json,MR0505,MR0506.JPG,True,False,3,3
MR0506.json,MR0506,MR0507.JPG,True,False,4,4
MR0507.json,MR0507,MR0508.JPG,True,False,4,4
MR0508.json,MR0508,MR0509.JPG,True,False,4,4
MR0509.json,MR0509,MR0510.JPG,True,False,5,5
MR0510.json,MR0510,MR0511.JPG,True,False,4,4
MR0511.json,MR0511,MR0512.JPG,True,False,3,3
MR0512.json,MR0512,MR0513.JPG,True,False,5,5
MR0513.json,MR0513,MR0514.JPG,True,False,5,5
MR0514.json,MR0514,MR0515.JPG,True,False,5,5
MR0515.json,MR0515,MR0516.JPG,True,False,6,6
MR0516.json,MR0516,MR0517.JPG,True,False,5,5
MR0517.json,MR0517,MR0518.JPG,True,False,5,5
MR0518.json,MR0518,MR0519.JPG,True,False,4,4
MR0519.json,MR0519,MR0520.JPG,True,False,5,5
MR0520.json,MR0520,MR0521.JPG,True,False,5,5
MR0521.json,MR0521,MR0522.JPG,True,False,3,3
MR0522.json,MR0522,MR0523.JPG,True,False,3,3
MR0523.json,MR0523,MR0524.JPG,True,False,5,5
MR0524.json,MR0524,MR0525.JPG,True,False,2,2
MR0525.json,MR0525,MR0526.JPG,True,False,4,4
MR0526.json,MR0526,MR0527.JPG,True,False,5,5
MR0527.json,MR0527,MR0528.JPG,True,False,5,5
MR0529.json,MR0529,MR0530.JPG,True,False,5,5
MR0560.json,MR0560,MR0561.JPG,True,False,5,5
MR0561.json,MR0561,MR0562.JPG,True,False,5,5
MR0562.json,MR0562,MR0563.JPG,True,False,7,7
MR0595.json,MR0595,MR0596.JPG,True,False,6,6
MR0596.json,MR0596,MR0597.JPG,True,False,5,5
MR0597.json,MR0597,MR0598.JPG,True,False,6,6
MR0598.json,MR0598,MR0599.JPG,True,False,7,7
MR0599.json,MR0599,MR0600.JPG,True,False,5,5
MR0600.json,MR0600,MR0601.JPG,True,False,5,5
MR0601.json,MR0601,MR0602.JPG,True,False,4,4
MR0602.json,MR0602,MR0603.JPG,True,False,5,5
MR0603.json,MR0603,MR0604.JPG,True,False,4,4
MR0604.json,MR0604,MR0605.JPG,True,False,6,6
MR0605.json,MR0605,MR0606.JPG,True,False,6,6
MR0606.json,MR0606,MR0607.JPG,True,False,5,5
MR0607.json,MR0607,MR0608.JPG,True,False,6,6
MR0608.json,MR0608,MR0609.JPG,True,False,5,5
MR0609.json,MR0609,MR0610.JPG,True,False,7,7
MR0610.json,MR0610,MR0611.JPG,True,False,7,7
MR0611.json,MR0611,MR0612.JPG,True,False,7,7
MR0612.json,MR0612,MR0613.JPG,True,False,7,7
MR0613.json,MR0613,MR0614.JPG,True,False,7,7
MR0614.json,MR0614,MR0615.JPG,True,False,6,6
MR0615.json,MR0615,MR0616.JPG,True,False,6,6
MR0616.json,MR0616,MR0617.JPG,True,False,8,8
MR0617.json,MR0617,MR0618.JPG,True,False,6,6
MR0618.json,MR0618,MR0619.JPG,True,False,10,10
MR0619.json,MR0619,MR0620.JPG,True,False,5,5
MR0620.json,MR0620,MR0621.JPG,True,False,6,6
MR0621.json,MR0621,MR0622.JPG,True,False,6,6
MR0594.json,MR0594,MR0595.JPG,True,False,8,8
MR0593.json,MR0593,MR0594.JPG,True,False,9,9
MR0592.json,MR0592,MR0593.JPG,True,False,7,7
MR0591.json,MR0591,MR0592.JPG,True,False,8,8
MR0563.json,MR0563,MR0564.JPG,True,False,7,7
MR0564.json,MR0564,MR0565.JPG,True,False,6,6
MR0565.json,MR0565,MR0566.JPG,True,False,7,7
MR0566.json,MR0566,MR0567.JPG,True,False,8,8
MR0567.json,MR0567,MR0568.JPG,True,False,8,8
MR0568.json,MR0568,MR0569.JPG,True,False,5,5
MR0569.json,MR0569,MR0570.JPG,True,False,5,5
MR0570.json,MR0570,MR0571.JPG,True,False,7,7
MR0571.json,MR0571,MR0572.JPG,True,False,7,7
MR0572.json,MR0572,MR0573.JPG,True,False,9,9
MR0573.json,MR0573,MR0574.JPG,True,False,7,7
MR0574.json,MR0574,MR0575.JPG,True,False,9,9
MR0575.json,MR0575,MR0576.JPG,True,False,9,9
MR0623.json,MR0623,MR0624.JPG,True,False,7,7
MR0576.json,MR0576,MR0577.JPG,True,False,7,7
MR0578.json,MR0578,MR0579.JPG,True,False,6,6
MR0579.json,MR0579,MR0580.JPG,True,False,8,8
MR0580.json,MR0580,MR0581.JPG,True,False,9,9
MR0581.json,MR0581,MR0582.JPG,True,False,7,7
MR0582.json,MR0582,MR0583.JPG,True,False,9,9
MR0583.json,MR0583,MR0584.JPG,True,False,7,7
MR0584.json,MR0584,MR0585.JPG,True,False,8,8
MR0585.json,MR0585,MR0586.JPG,True,False,5,5
MR0586.json,MR0586,MR0587.JPG,True,False,9,9
MR0587.json,MR0587,MR0588.JPG,True,False,5,5
MR0588.json,MR0588,MR0589.JPG,True,False,7,7
MR0589.json,MR0589,MR0590.JPG,True,False,5,5
MR0590.json,MR0590,MR0591.JPG,True,False,5,5
MR0577.json,MR0577,MR0578.JPG,True,False,6,6
MR0500.json,MR0500,MR0501.JPG,True,False,4,4
MR0748.json,MR0748,MR0749.JPG,True,False,8,8
MR0750.json,MR0750,MR0751.JPG,True,False,5,5
MR0909.json,MR0909,MR0910.JPG,True,False,7,7
MR0910.json,MR0910,MR0911.JPG,True,False,10,10
MR0911.json,MR0911,MR0912.JPG,True,False,9,9
MR0912.json,MR0912,MR0913.JPG,True,False,7,7
MR0913.json,MR0913,MR0914.JPG,True,False,7,7
MR0914.json,MR0914,MR0915.JPG,True,False,7,7
MR0915.json,MR0915,MR0916.JPG,True,False,7,7
MR0916.json,MR0916,MR0917.JPG,True,False,4,4
MR0917.json,MR0917,MR0918.JPG,True,False,10,10
MR0918.json,MR0918,MR0919.JPG,True,False,6,6
MR0919.json,MR0919,MR0920.JPG,True,False,6,6
MR0920.json,MR0920,MR0921.JPG,True,False,8,8
MR0921.json,MR0921,MR0922.JPG,True,False,5,5
MR0922.json,MR0922,MR0923.JPG,True,False,8,8
MR0923.json,MR0923,MR0924.JPG,True,False,7,7
MR0924.json,MR0924,MR0925.JPG,True,False,4,4
MR0925.json,MR0925,MR0926.JPG,True,False,6,6
MR0926.json,MR0926,MR0927.JPG,True,False,9,9
MR0927.json,MR0927,MR0928.JPG,True,False,5,5
MR0928.json,MR0928,MR0929.JPG,True,False,5,5
MR0929.json,MR0929,MR0930.JPG,True,False,7,7
MR0930.json,MR0930,MR0931.JPG,True,False,7,7
MR0931.json,MR0931,MR0932.JPG,True,False,5,5
MR0932.json,MR0932,MR0933.JPG,True,False,7,7
MR0933.json,MR0933,MR0934.JPG,True,False,8,8
MR0934.json,MR0934,MR0935.JPG,True,False,7,7
MR0935.json,MR0935,MR0936.JPG,True,False,6,6
MR0908.json,MR0908,MR0909.JPG,True,False,11,11
MR0936.json,MR0936,MR0937.JPG,True,False,9,9
MR0907.json,MR0907,MR0908.JPG,True,False,7,7
MR0905.json,MR0905,MR0906.JPG,True,False,9,9
MR0878.json,MR0878,MR0879.JPG,True,False,5,5
MR0879.json,MR0879,MR0880.JPG,True,False,7,7
MR0880.json,MR0880,MR0881.JPG,True,False,6,6
MR0881.json,MR0881,MR0882.JPG,True,False,8,8
MR0882.json,MR0882,MR0883.JPG,True,False,7,7
MR0883.json,MR0883,MR0884.JPG,True,False,8,8
MR0884.json,MR0884,MR0885.JPG,True,False,7,7
MR0885.json,MR0885,MR0886.JPG,True,False,9,9
MR0886.json,MR0886,MR0887.JPG,True,False,13,13
MR0887.json,MR0887,MR0888.JPG,True,False,6,6
MR0888.json,MR0888,MR0889.JPG,True,False,5,5
MR0889.json,MR0889,MR0890.JPG,True,False,5,5
MR0890.json,MR0890,MR0891.JPG,True,False,8,8
MR0891.json,MR0891,MR0892.JPG,True,False,8,8
MR0892.json,MR0892,MR0893.JPG,True,False,6,6
MR0893.json,MR0893,MR0894.JPG,True,False,7,7
MR0894.json,MR0894,MR0895.JPG,True,False,7,7
MR0895.json,MR0895,MR0896.JPG,True,False,7,7
MR0896.json,MR0896,MR0897.JPG,True,False,6,6
MR0897.json,MR0897,MR0898.JPG,True,False,6,6
MR0898.json,MR0898,MR0899.JPG,True,False,7,7
MR0899.json,MR0899,MR0900.JPG,True,False,4,4
MR0900.json,MR0900,MR0901.JPG,True,False,6,6
MR0901.json,MR0901,MR0902.JPG,True,False,6,6
MR0902.json,MR0902,MR0903.JPG,True,False,4,4
MR0903.json,MR0903,MR0904.JPG,True,False,8,8
MR0904.json,MR0904,MR0905.JPG,True,False,5,5
MR0906.json,MR0906,MR0907.JPG,True,False,10,10
MR0937.json,MR0937,MR0938.JPG,True,False,5,5
MR0938.json,MR0938,MR0939.JPG,True,False,5,5
MR0939.json,MR0939,MR0940.JPG,True,False,5,5
MR0972.json,MR0972,MR0973.JPG,True,False,6,6
MR0973.json,MR0973,MR0974.JPG,True,False,6,6
MR0974.json,MR0974,MR0975.JPG,True,False,6,6
MR0975.json,MR0975,MR0976.JPG,True,False,5,5
MR0976.json,MR0976,MR0977.JPG,True,False,6,6
MR0977.json,MR0977,MR0978.JPG,True,False,6,6
MR0978.json,MR0978,MR0979.JPG,True,False,5,5
MR0979.json,MR0979,MR0980.JPG,True,False,6,6
MR0980.json,MR0980,MR0981.JPG,True,False,8,8
MR0981.json,MR0981,MR0982.JPG,True,False,6,6
MR0982.json,MR0982,MR0983.JPG,True,False,7,7
MR0983.json,MR0983,MR0984.JPG,True,False,9,9
MR0984.json,MR0984,MR0985.JPG,True,False,8,8
MR0985.json,MR0985,MR0986.JPG,True,False,11,11
MR0986.json,MR0986,MR0987.JPG,True,False,7,7
MR0987.json,MR0987,MR0988.JPG,True,False,6,6
MR0988.json,MR0988,MR0989.JPG,True,False,7,7
MR0989.json,MR0989,MR0990.JPG,True,False,5,5
MR0990.json,MR0990,MR0991.JPG,True,False,4,4
MR0991.json,MR0991,MR0992.JPG,True,False,4,4
MR0992.json,MR0992,MR0993.JPG,True,False,8,8
MR0993.json,MR0993,MR0994.JPG,True,False,6,6
MR0994.json,MR0994,MR0995.JPG,True,False,6,6
MR0995.json,MR0995,MR0996.JPG,True,False,6,6
MR0996.json,MR0996,MR0997.JPG,True,False,4,4
MR0997.json,MR0997,MR0998.JPG,True,False,7,7
MR0998.json,MR0998,MR0999.JPG,True,False,6,6
MR0971.json,MR0971,MR0972.JPG,True,False,5,5
MR0970.json,MR0970,MR0971.JPG,True,False,5,5
MR0969.json,MR0969,MR0970.JPG,True,False,5,5
MR0968.json,MR0968,MR0969.JPG,True,False,5,5
MR0940.json,MR0940,MR0941.JPG,True,False,4,4
MR0941.json,MR0941,MR0942.JPG,True,False,8,8
MR0942.json,MR0942,MR0943.JPG,True,False,7,7
MR0943.json,MR0943,MR0944.JPG,True,False,5,5
MR0944.json,MR0944,MR0945.JPG,True,False,5,5
MR0945.json,MR0945,MR0946.JPG,True,False,4,4
MR0946.json,MR0946,MR0947.JPG,True,False,4,4
MR0947.json,MR0947,MR0948.JPG,True,False,6,6
MR0948.json,MR0948,MR0949.JPG,True,False,3,3
MR0949.json,MR0949,MR0950.JPG,True,False,5,5
MR0950.json,MR0950,MR0951.JPG,True,False,8,8
MR0951.json,MR0951,MR0952.JPG,True,False,4,4
MR0952.json,MR0952,MR0953.JPG,True,False,6,6
MR0877.json,MR0877,MR0878.JPG,True,False,7,7
MR0953.json,MR0953,MR0954.JPG,True,False,7,7
MR0955.json,MR0955,MR0956.JPG,True,False,4,4
MR0956.json,MR0956,MR0957.JPG,True,False,8,8
MR0957.json,MR0957,MR0958.JPG,True,False,5,5
MR0958.json,MR0958,MR0959.JPG,True,False,4,4
MR0959.json,MR0959,MR0960.JPG,True,False,2,2
MR0960.json,MR0960,MR0961.JPG,True,False,3,3
MR0961.json,MR0961,MR0962.JPG,True,False,2,2
MR0962.json,MR0962,MR0963.JPG,True,False,7,7
MR0963.json,MR0963,MR0964.JPG,True,False,7,7
MR0964.json,MR0964,MR0965.JPG,True,False,5,5
MR0965.json,MR0965,MR0966.JPG,True,False,3,3
MR0966.json,MR0966,MR0967.JPG,True,False,6,6
MR0967.json,MR0967,MR0968.JPG,True,False,7,7
MR0954.json,MR0954,MR0955.JPG,True,False,6,6
MR0749.json,MR0749,MR0750.JPG,True,False,5,5
MR0876.json,MR0876,MR0877.JPG,True,False,6,6
MR0874.json,MR0874,MR0875.JPG,True,False,5,5
MR0784.json,MR0784,MR0785.JPG,True,False,5,5
MR0785.json,MR0785,MR0786.JPG,True,False,5,5
MR0786.json,MR0786,MR0787.JPG,True,False,5,5
MR0787.json,MR0787,MR0788.JPG,True,False,6,6
MR0788.json,MR0788,MR0789.JPG,True,False,6,6
MR0789.json,MR0789,MR0790.JPG,True,False,6,6
MR0790.json,MR0790,MR0791.JPG,True,False,5,5
MR0791.json,MR0791,MR0792.JPG,True,False,5,5
MR0792.json,MR0792,MR0793.JPG,True,False,5,5
MR0793.json,MR0793,MR0794.JPG,True,False,5,5
MR0794.json,MR0794,MR0795.JPG,True,False,3,3
MR0795.json,MR0795,MR0796.JPG,True,False,8,8
MR0796.json,MR0796,MR0797.JPG,True,False,6,6
MR0797.json,MR0797,MR0798.JPG,True,False,9,9
MR0798.json,MR0798,MR0799.JPG,True,False,8,8
MR0799.json,MR0799,MR0800.JPG,True,False,5,5
MR0800.json,MR0800,MR0801.JPG,True,False,5,5
MR0801.json,MR0801,MR0802.JPG,True,False,7,7
MR0802.json,MR0802,MR0803.JPG,True,False,7,7
MR0803.json,MR0803,MR0804.JPG,True,False,7,7
MR0804.json,MR0804,MR0805.JPG,True,False,10,10
MR0805.json,MR0805,MR0806.JPG,True,False,8,8
MR0806.json,MR0806,MR0807.JPG,True,False,6,6
MR0807.json,MR0807,MR0808.JPG,True,False,8,8
MR0808.json,MR0808,MR0809.JPG,True,False,6,6
MR0809.json,MR0809,MR0810.JPG,True,False,5,5
MR0810.json,MR0810,MR0811.JPG,True,False,7,7
MR0783.json,MR0783,MR0784.JPG,True,False,5,5
MR0811.json,MR0811,MR0812.JPG,True,False,7,7
MR0782.json,MR0782,MR0783.JPG,True,False,5,5
MR0780.json,MR0780,MR0781.JPG,True,False,5,5
MR0751.json,MR0751,MR0752.JPG,True,False,4,4
MR0752.json,MR0752,MR0753.JPG,True,False,6,6
MR0753.json,MR0753,MR0754.JPG,True,False,5,5
MR0754.json,MR0754,MR0755.JPG,True,False,5,5
MR0755.json,MR0755,MR0756.JPG,True,False,4,4
MR0756.json,MR0756,MR0757.JPG,True,False,7,7
MR0757.json,MR0757,MR0758.JPG,True,False,5,5
MR0758.json,MR0758,MR0759.JPG,True,False,5,5
MR0759.json,MR0759,MR0760.JPG,True,False,7,7
MR0760.json,MR0760,MR0761.JPG,True,False,5,5
MR0761.json,MR0761,MR0762.JPG,True,False,6,6
MR0762.json,MR0762,MR0763.JPG,True,False,6,6
MR0763.json,MR0763,MR0764.JPG,True,False,6,6
MR0764.json,MR0764,MR0765.JPG,True,False,5,5
MR0765.json,MR0765,MR0766.JPG,True,False,6,6
MR0766.json,MR0766,MR0767.JPG,True,False,6,6
MR0767.json,MR0767,MR0768.JPG,True,False,8,8
MR0768.json,MR0768,MR0769.JPG,True,False,7,7
MR0771.json,MR0771,MR0772.JPG,True,False,8,8
MR0772.json,MR0772,MR0773.JPG,True,False,6,6
MR0773.json,MR0773,MR0774.JPG,True,False,6,6
MR0774.json,MR0774,MR0775.JPG,True,False,7,7
MR0775.json,MR0775,MR0776.JPG,True,False,7,7
MR0776.json,MR0776,MR0777.JPG,True,False,8,8
MR0777.json,MR0777,MR0778.JPG,True,False,6,6
MR0778.json,MR0778,MR0779.JPG,True,False,6,6
MR0779.json,MR0779,MR0780.JPG,True,False,6,6
MR0781.json,MR0781,MR0782.JPG,True,False,5,5
MR0812.json,MR0812,MR0813.JPG,True,False,5,5
MR0813.json,MR0813,MR0814.JPG,True,False,4,4
MR0814.json,MR0814,MR0815.JPG,True,False,1,1
MR0847.json,MR0847,MR0848.JPG,True,False,5,5
MR0848.json,MR0848,MR0849.JPG,True,False,10,10
MR0849.json,MR0849,MR0850.JPG,True,False,5,5
MR0850.json,MR0850,MR0851.JPG,True,False,8,8
MR0851.json,MR0851,MR0852.JPG,True,False,6,6
MR0852.json,MR0852,MR0853.JPG,True,False,6,6
MR0853.json,MR0853,MR0854.JPG,True,False,5,5
MR0854.json,MR0854,MR0855.JPG,True,False,7,7
MR0855.json,MR0855,MR0856.JPG,True,False,7,7
MR0856.json,MR0856,MR0857.JPG,True,False,7,7
MR0857.json,MR0857,MR0858.JPG,True,False,6,6
MR0858.json,MR0858,MR0859.JPG,True,False,5,5
MR0859.json,MR0859,MR0860.JPG,True,False,4,4
MR0860.json,MR0860,MR0861.JPG,True,False,5,5
MR0861.json,MR0861,MR0862.JPG,True,False,6,6
MR0862.json,MR0862,MR0863.JPG,True,False,5,5
MR0863.json,MR0863,MR0864.JPG,True,False,6,6
MR0864.json,MR0864,MR0865.JPG,True,False,8,8
MR0865.json,MR0865,MR0866.JPG,True,False,6,6
MR0866.json,MR0866,MR0867.JPG,True,False,4,4
MR0867.json,MR0867,MR0868.JPG,True,False,7,7
MR0868.json,MR0868,MR0869.JPG,True,False,5,5
MR0869.json,MR0869,MR0870.JPG,True,False,4,4
MR0870.json,MR0870,MR0871.JPG,True,False,6,6
MR0871.json,MR0871,MR0872.JPG,True,False,8,8
MR0872.json,MR0872,MR0873.JPG,True,False,5,5
MR0873.json,MR0873,MR0874.JPG,True,False,7,7
MR0846.json,MR0846,MR0847.JPG,True,False,7,7
MR0845.json,MR0845,MR0846.JPG,True,False,6,6
MR0844.json,MR0844,MR0845.JPG,True,False,5,5
MR0843.json,MR0843,MR0844.JPG,True,False,5,5
MR0815.json,MR0815,MR0816.JPG,True,False,2,2
MR0816.json,MR0816,MR0817.JPG,True,False,2,2
MR0817.json,MR0817,MR0818.JPG,True,False,4,4
MR0818.json,MR0818,MR0819.JPG,True,False,1,1
MR0819.json,MR0819,MR0820.JPG,True,False,1,1
MR0820.json,MR0820,MR0821.JPG,True,False,4,4
MR0821.json,MR0821,MR0822.JPG,True,False,6,6
MR0822.json,MR0822,MR0823.JPG,True,False,8,8
MR0823.json,MR0823,MR0824.JPG,True,False,8,8
MR0824.json,MR0824,MR0825.JPG,True,False,5,5
